FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5
1,3,0,1,2.1,3.0,3.2,2.15,2.8,3.3,2.1,2.8,3.3,2.2,3.2,2.8,2.1,3.0,3.25,2.1,2.87,3.3,2.15,1.55
0,1,0,0,2.5,2.875,2.625,2.65,3.0,2.55,2.6,2.8,2.6,2.5,3.2,2.5,2.5,3.0,2.625,2.5,2.9,2.62,1.95,1.65
1,0,0,0,1.6669999999999998,3.25,4.5,1.62,3.35,5.35,1.6,3.2,5.0,1.66,3.25,4.5,1.615,3.2,5.5,1.61,3.1,5.5,1.95,1.65
1,1,1,0,1.615,3.25,5.0,1.65,3.3,5.15,1.65,3.2,4.6,1.66,3.25,4.5,1.615,3.3,5.2,1.57,3.3,5.5,1.95,1.65
1,1,0,0,1.7269999999999999,3.1,4.5,1.72,3.2,4.75,1.7,3.1,4.4,1.8,3.2,4.0,1.7269999999999999,3.0,5.0,1.72,3.1,4.5,1.95,1.65
2,1,1,1,1.364,3.75,8.0,1.4,4.0,7.35,1.35,3.8,7.5,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.6,7.5,1.75,1.85
0,2,0,2,1.5,3.4,6.0,1.48,3.75,6.25,1.45,3.6,5.8,1.44,3.6,6.5,1.444,3.75,6.5,1.44,3.5,7.0,1.8,1.8
1,0,0,0,1.615,3.25,5.0,1.63,3.25,5.35,1.65,3.2,4.6,1.61,3.25,5.0,1.615,3.2,5.5,1.57,3.3,5.5,1.9,1.7
3,4,1,0,2.7,3.0,2.4,2.7,3.0,2.5,2.6,2.8,2.6,2.5,3.25,2.4,2.7,3.1,2.375,2.62,2.9,2.5,2.22,1.5
1,2,1,1,2.0,3.0,3.4,1.97,3.1,3.65,1.9,3.0,3.6,2.0,3.0,3.4,2.0,3.0,3.5,1.9,3.1,3.6,1.9,1.7
0,0,0,0,2.25,3.0,2.875,2.3,3.05,2.9,2.4,2.9,2.7,2.25,3.0,2.87,2.3,3.1,2.8,2.2,3.0,3.0,1.95,1.65
0,1,0,0,1.571,3.5,5.0,1.55,3.5,5.75,1.6,3.2,5.0,1.61,3.25,5.0,1.571,3.4,5.5,1.57,3.3,5.5,1.85,1.75
3,1,1,0,1.5,3.4,6.0,1.57,3.25,5.5,1.55,3.4,5.0,1.615,3.25,5.0,1.5,3.5,6.0,1.57,3.3,5.5,2.15,1.55
0,1,0,0,2.25,3.0,2.875,2.25,3.05,3.0,2.3,2.8,2.9,2.25,3.0,2.875,2.25,3.0,3.0,2.2,3.0,3.0,2.05,1.6
2,4,0,4,2.8,3.0,2.3,3.0,3.1,2.25,3.0,2.9,2.2,3.0,3.0,2.2,3.0,3.0,2.25,3.0,3.0,2.2,2.25,1.5
3,0,2,0,1.8,3.1,4.0,1.85,3.1,4.2,1.85,3.1,3.6,1.8,3.25,3.75,1.85,3.1,4.0,1.83,3.0,4.0,2.25,1.5
0,1,0,1,1.8330000000000002,3.0,4.0,1.9,3.1,3.9,1.9,3.0,3.6,2.1,3.2,3.0,1.909,3.1,3.75,1.83,3.0,4.0,2.25,1.5
0,0,0,0,1.8,3.1,4.0,1.8,3.2,4.2,1.8,3.1,3.8,1.9,3.2,3.5,1.8,3.1,4.2,1.8,3.1,4.0,2.15,1.55
0,2,0,1,2.25,3.0,2.875,2.25,3.05,3.0,2.2,2.9,3.0,2.37,3.0,2.75,2.25,3.0,3.0,2.2,3.0,3.0,2.25,1.5
1,0,0,0,2.1,3.0,3.2,2.2,3.0,3.15,2.3,2.9,2.8,2.2,3.0,3.0,2.2,3.0,3.1,2.2,3.0,3.0,2.15,1.55
0,1,0,0,1.7269999999999999,3.1,4.5,1.75,3.2,4.6,1.75,3.1,4.2,1.61,3.25,5.0,1.75,3.1,4.5,1.8,2.9,4.5,2.15,1.55
2,0,1,0,2.5,3.1,2.5,2.6,3.0,2.6,2.7,2.9,2.4,2.4,3.25,2.5,2.5,3.0,2.6,2.62,2.9,2.5,2.25,1.5
0,0,0,0,3.0,3.0,2.2,3.2,3.1,2.15,3.0,2.9,2.2,2.75,3.2,2.25,3.0,3.1,2.2,3.0,3.0,2.2,2.15,1.55
1,6,0,1,3.0,3.0,2.2,3.2,3.1,2.15,3.1,2.8,2.2,3.0,3.2,2.1,3.0,3.1,2.2,2.87,3.0,2.25,2.35,1.45
1,0,1,0,1.571,3.25,5.5,1.6,3.4,5.5,1.5,3.4,5.6,1.6669999999999998,3.2,5.0,1.571,3.4,5.5,1.57,3.3,5.5,2.15,1.55
1,2,0,1,1.8330000000000002,3.0,4.0,1.9,3.05,4.05,1.9,3.0,3.6,1.8330000000000002,3.2,3.75,1.85,3.1,4.0,1.83,3.0,4.0,2.15,1.55
0,0,0,0,1.286,4.5,8.0,1.33,4.4,8.25,1.4,3.7,6.5,1.364,3.75,8.0,1.3330000000000002,4.0,8.5,1.36,3.75,8.0,1.8,1.8
1,1,0,0,1.909,3.0,3.75,2.05,3.1,3.4,2.1,2.9,3.2,2.1,3.0,3.2,2.0,3.0,3.5,2.0,3.0,3.4,2.05,1.6
2,2,1,1,2.3,3.0,2.8,2.35,3.0,2.9,2.3,2.8,2.9,2.25,3.0,2.875,2.3,3.0,2.875,2.37,2.9,2.8,2.15,1.55
4,0,0,0,2.0,3.0,3.4,2.0,3.1,3.55,1.85,3.1,3.6,1.909,3.2,3.5,1.95,3.1,3.6,1.9,3.1,3.6,2.05,1.6
0,0,0,0,1.8330000000000002,3.2,3.75,1.92,3.2,3.7,1.85,3.1,3.6,1.8,3.2,4.0,1.8,3.2,4.0,1.83,3.2,3.75,2.15,1.55
0,1,0,1,2.375,3.0,2.7,2.4,3.1,2.75,2.3,2.8,2.9,2.25,3.2,2.75,2.4,3.0,2.75,2.25,3.0,2.87,2.05,1.6
2,0,1,0,1.5,3.4,6.0,1.45,3.7,6.9,1.4,3.7,6.5,1.4,3.75,7.0,1.4,3.75,7.5,1.44,3.5,7.0,1.85,1.75
0,1,0,0,1.8,3.0,4.2,1.8,3.2,4.25,1.8,3.1,3.8,1.8,3.2,4.0,1.8,3.2,4.0,1.8,3.1,4.0,1.9,1.75
1,0,1,0,1.909,3.0,3.75,1.95,3.1,3.75,1.9,3.0,3.6,1.909,3.2,3.5,2.0,2.875,3.75,1.9,3.1,3.6,2.0,1.65
0,1,0,0,1.8330000000000002,3.2,3.75,1.85,3.15,4.1,1.8,3.1,3.8,1.8,3.2,4.0,1.8330000000000002,3.1,4.0,2.0,3.0,3.4,2.0,1.65
1,0,1,0,2.0,3.0,3.4,2.02,3.0,3.65,1.9,3.0,3.6,2.0,3.0,3.4,2.0,3.0,3.5,2.0,2.87,3.6,2.1,1.6
2,1,1,0,1.3330000000000002,4.0,8.0,1.37,4.0,8.0,1.35,3.8,7.5,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.6,7.5,1.85,1.8
1,0,1,0,2.3,3.2,2.625,2.45,3.0,2.75,2.4,3.0,2.6,2.375,3.2,2.6,2.375,3.0,2.75,2.3,3.1,2.75,2.0,1.65
0,0,0,0,1.6669999999999998,3.3,4.5,1.62,3.4,5.2,1.7,3.1,4.4,1.6669999999999998,3.25,4.5,1.615,3.4,5.0,1.61,3.3,5.0,2.0,1.65
0,4,0,1,3.2,3.2,2.0,3.35,3.2,2.03,3.2,2.9,2.1,3.0,3.2,2.1,3.4,3.1,2.0,3.1,3.1,2.1,1.95,1.7
0,2,0,0,2.5,3.1,2.5,2.7,3.1,2.43,,,,2.75,3.2,2.25,2.6,3.2,2.4,2.62,3.1,2.37,2.0,1.65
2,1,0,1,2.5,3.1,2.5,2.45,3.05,2.73,2.4,3.0,2.6,2.5,2.875,2.625,2.5,3.0,2.6,2.37,3.1,2.62,1.85,1.8
2,0,1,0,2.3,3.0,2.8,2.33,3.1,2.85,2.3,2.9,2.8,2.4,3.25,2.5,2.3,3.1,2.8,2.4,2.9,2.75,2.35,1.45
0,0,0,0,1.571,3.25,5.5,1.55,3.4,6.0,1.6,3.1,5.2,1.615,3.25,5.0,1.571,3.4,5.5,1.57,3.3,5.5,2.15,1.55
2,0,2,0,1.444,3.6,6.5,1.45,3.75,6.75,1.4,3.7,6.5,1.5,3.4,6.0,1.444,3.75,6.5,1.44,3.6,6.5,2.15,1.55
1,0,0,0,1.615,3.5,4.5,1.5,3.65,6.0,,,,1.444,3.6,6.5,1.571,3.4,5.5,1.53,3.4,5.5,2.05,1.6
3,1,0,0,1.444,3.6,6.5,1.4,3.85,7.5,1.4,3.7,6.5,1.5,3.4,6.0,1.4,3.75,7.5,1.5,3.4,6.0,1.95,1.65
0,4,0,2,2.1,3.2,3.0,2.0,3.15,3.5,2.0,2.9,3.4,2.1,3.2,3.0,2.0,3.1,3.4,1.9,3.1,3.6,2.05,1.6
2,3,1,1,1.6669999999999998,3.25,4.5,1.67,3.3,5.0,1.7,3.0,4.6,1.7269999999999999,3.2,4.333,1.7,3.25,4.5,1.8,3.1,4.0,1.95,1.65
2,2,1,2,1.615,3.25,5.0,1.57,3.4,5.75,,,,1.6669999999999998,3.25,4.5,1.615,3.25,5.2,1.72,3.2,4.33,1.9,1.7
3,0,1,0,2.3,3.2,2.625,2.35,3.2,2.7,2.5,3.0,2.5,2.25,3.2,2.75,2.3,3.2,2.75,2.25,3.2,2.75,2.05,1.6
1,0,1,0,1.6669999999999998,3.4,4.333,1.6,3.55,5.0,1.65,3.3,4.4,1.615,3.25,5.0,1.615,3.4,5.0,1.66,3.3,4.5,1.75,1.85
2,2,1,2,2.75,3.2,2.25,2.75,3.2,2.27,,,,,,,2.75,3.25,2.25,,,,2.05,1.6
3,1,1,0,2.8,3.2,2.2,2.6,3.15,2.4,3.0,3.3,2.0,2.8,3.2,2.2,2.625,3.3,2.3,,,,1.95,1.65
1,3,0,1,1.8330000000000002,3.2,3.75,1.85,3.35,3.55,,,,1.909,3.2,3.5,1.8,3.25,4.0,,,,2.15,1.55
2,0,0,0,1.909,2.875,4.0,2.0,2.85,4.2,,,,1.8330000000000002,3.0,4.0,1.85,2.9,4.333,,,,2.05,1.6
4,2,2,0,1.444,3.6,6.5,1.45,3.75,6.15,1.5,3.5,5.4,1.5,3.4,6.0,1.444,3.75,6.5,,,,1.9,1.7
1,1,1,1,3.5,3.2,1.909,3.25,3.05,2.05,3.6,2.7,2.0,3.75,3.0,1.909,3.75,3.0,1.909,,,,1.95,1.65
1,1,1,0,2.5,3.25,2.4,2.6,3.15,2.4,,,,2.5,3.2,2.5,2.7,3.2,2.3,,,,2.15,1.55
0,0,0,0,1.8330000000000002,3.2,3.75,1.83,3.35,3.65,,,,1.8,3.2,4.0,1.8,3.4,3.75,,,,1.95,1.65
1,2,1,1,2.75,3.2,2.25,2.7,3.15,2.33,,,,2.6,3.2,2.375,2.8,3.2,2.25,,,,2.05,1.6
2,0,0,0,2.625,3.1,2.375,2.65,3.1,2.4,,,,2.25,3.2,2.75,2.625,3.1,2.4,,,,2.15,1.55
0,0,0,0,1.615,2.9,6.0,1.55,2.95,7.0,,,,1.5,3.6,5.5,1.5330000000000001,3.0,7.0,1.57,2.87,7.0,,
2,0,2,0,1.615,3.5,4.5,1.55,3.7,4.7,,,,1.615,3.5,4.5,1.571,3.5,5.0,1.57,3.75,4.5,,
2,0,1,0,1.3330000000000002,4.0,8.0,1.28,4.75,7.5,,,,1.25,4.5,10.0,1.286,4.333,8.5,1.28,4.5,8.0,,
2,1,1,0,1.909,3.5,3.2,1.75,3.25,4.2,,,,2.0,3.4,3.0,1.85,3.25,3.6,1.9,3.75,3.0,,
2,0,1,0,1.7269999999999999,3.2,4.333,1.75,3.25,4.0,,,,1.615,3.25,5.0,1.6669999999999998,3.2,4.75,1.66,3.3,4.5,,
1,4,0,2,1.909,3.5,3.2,1.85,3.75,3.1,,,,1.909,3.25,3.4,1.909,3.4,3.25,2.0,3.6,2.87,,
6,0,3,0,1.3330000000000002,3.75,9.0,1.27,4.5,9.0,,,,,,,1.3,4.2,8.5,1.4,3.6,7.5,,
1,0,0,0,2.75,3.2,2.25,,,,,,,3.6,3.4,1.8,2.8,3.25,2.2,2.5,3.4,2.3,,
3,1,1,1,1.615,3.25,5.0,1.5,3.15,7.0,,,,1.444,3.6,6.5,1.571,3.25,5.5,1.57,3.1,6.0,,
2,1,1,0,1.615,3.6,4.333,1.6,3.7,4.3,,,,1.4,4.0,6.5,1.615,3.75,4.2,1.61,3.75,4.2,,
