FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
1,1,1,0,1.36,4.0,7.0,1.35,3.8,7.4,1.4,3.9,6.0,1.44,3.4,7.0,1.44,3.75,6.0,1.36,3.75,8.0,1.44,3.75,6.0,1.79,1.9,,,1.35,2.51,-0.5,1.8,2.05,-1.0,1.8,2.1,-1.0
2,1,0,1,3.6,2.87,2.0,3.5,2.85,2.0,3.6,3.0,1.9,3.2,2.8,2.2,3.25,2.9,2.1,3.6,2.87,2.0,3.25,2.9,2.1,1.71,2.0,,,1.57,2.0,0.5,1.95,1.9,0.25,2.05,1.85,0.25
1,0,1,0,2.25,2.87,3.5,2.2,2.95,3.25,2.1,2.9,3.2,2.0,3.0,3.4,2.2,2.88,3.2,2.2,2.87,3.1,2.2,2.88,3.2,1.85,1.85,2.0,1.8,1.95,1.9,-0.25,1.95,1.9,-0.25,2.0,1.9,-0.25
3,1,3,1,,,,1.07,7.0,16.0,1.1,7.0,15.0,,,,1.1,6.5,15.0,1.07,7.5,17.0,1.1,6.5,15.0,,,,,,,,,,,,,
1,0,0,0,3.4,3.0,2.0,3.3,2.85,2.05,3.1,3.0,2.1,2.8,3.2,2.2,3.4,3.0,2.0,3.4,2.8,2.1,3.4,3.0,2.0,1.65,2.05,,,1.53,2.05,0.5,,,,,,
1,3,0,1,2.1,2.8,3.4,2.08,2.7,3.45,2.1,2.7,3.5,2.0,3.0,3.4,2.2,2.75,3.25,2.1,2.75,3.5,2.2,2.75,3.25,1.9,1.79,,,2.08,1.51,-0.5,1.95,1.9,-0.25,,,
0,1,0,0,,,,,,,2.3,2.4,3.4,,,,2.25,2.5,3.6,2.1,2.4,4.25,2.25,2.38,4.0,,,,,2.22,1.45,-0.5,,,,,,
2,1,1,0,2.6,2.8,2.6,2.7,2.7,2.5,2.8,2.8,2.2,,,,,,,,,,2.9,2.85,2.25,,,,,,,,,,,,,
1,1,1,0,2.1,2.5,4.0,2.2,2.35,3.85,,,,2.1,2.5,4.0,,,,2.2,2.5,3.75,2.1,2.5,4.0,1.85,1.85,,,2.2,1.46,-0.5,1.9,1.95,-0.25,,,
2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,0,1.9,3.2,4.0,1.8,3.2,3.85,1.9,3.0,3.6,2.0,3.0,3.4,1.83,3.1,4.0,1.85,3.1,4.0,1.83,3.0,4.0,1.79,1.9,1.85,1.95,1.8,1.75,-0.5,2.0,1.85,-0.5,,,
2,0,2,0,1.66,3.1,5.0,1.7,3.0,4.3,1.7,3.0,4.6,1.73,3.2,4.33,,,,1.67,3.1,5.0,1.66,3.1,5.0,1.9,1.79,,,1.7,1.77,-0.5,1.8,2.05,-0.75,,,
1,3,0,1,2.0,2.8,3.75,1.95,2.85,3.75,1.9,2.8,4.0,1.91,2.88,4.0,2.0,2.88,3.75,2.0,2.88,3.75,2.0,2.8,3.75,2.05,1.65,,,1.95,1.62,-0.5,,,,,,
2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1,2,,,,2.1,3.6,2.5,,,,,,,,,,,,,2.1,3.5,2.75,,,,,,,,,,,,,
1,1,1,1,,,,1.32,4.0,7.5,1.35,4.0,7.0,,,,,,,,,,1.3,4.2,8.5,,,,,,,,,,,,,
2,1,2,1,,,,2.1,2.25,4.5,1.9,2.5,4.3,2.2,2.375,4.0,,,,2.1,2.5,4.0,2.1,2.3,4.6,1.65,2.0,,,,,,,,,,,
2,3,1,1,3.6,4.0,1.66,3.2,4.5,1.65,3.2,3.1,2.0,3.5,3.75,1.7269999999999999,,,,3.4,4.0,1.73,3.6,4.0,1.66,1.71,1.95,1.85,1.95,1.87,1.65,0.5,,,,,,
2,1,1,0,,,,1.85,4.5,2.65,,,,1.8330000000000002,4.0,3.0,,,,1.83,4.33,2.8,1.9,4.2,2.75,1.55,2.2,,,,,,,,,,,
2,1,2,1,,,,2.05,2.25,4.8,1.9,2.6,4.4,1.909,2.625,4.5,,,,2.0,2.5,4.2,2.1,2.3,4.6,1.71,1.95,,,,,,,,,,,
4,2,2,0,1.53,3.0,7.0,1.55,2.85,7.0,1.9,2.4,5.5,1.571,2.75,8.0,1.53,2.88,8.5,1.53,2.9,8.0,1.5,2.8,10.0,1.65,2.0,1.8,2.0,,,,,,,,,
4,3,0,0,,,,1.35,3.4,8.5,1.25,4.5,9.0,1.3,4.0,9.0,,,,1.4,3.75,7.0,1.44,3.2,8.5,1.65,2.0,,,,,,,,,,,
1,0,0,0,,,,,,,1.25,4.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,,,,2.0,2.8,3.5,2.3,2.8,2.9,1.8,3.25,3.75,,,,,,,,,,1.65,2.0,,,,,,,,,,,
1,3,1,2,,,,2.65,2.45,2.85,2.8,2.8,2.4,2.75,3.0,2.375,,,,,,,2.6,2.5,2.9,1.71,1.95,,,,,,,,,,,
