FTHG,FTAG,HTHG,HTAG,HHW,AHW,HO,AO,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
3,0,2,0,0,1,1,3,0,10,1.4,3.9,6.8,1.4,3.7,6.4,1.44,3.75,6.5,1.444,3.75,7,1.5,3.75,5.5,1.44,3.6,6.5
0,1,0,0,0,0,1,2,10,10,10,4.6,1.25,7,4,1.35,8,4.5,1.28,9.5,4.5,1.286,8.5,4.5,1.286,10,4.5,1.25
2,1,1,0,0,0,10,6,0,0,2.15,3.05,3.1,2.1,2.9,3.2,1.91,3.25,3.4,2.1,3.2,3.2,2,3.1,3.4,1.9,3.1,3.6
2,0,1,0,1,1,3,1,10,0,1.84,3.3,3.7,1.85,3.1,3.6,1.83,3.5,3.4,2,3.3,3.3,1.909,3.25,3.5,1.9,3.4,3.25
2,0,2,0,1,3,4,2,10,40,1.86,3.2,3.75,1.9,3.1,3.5,1.8,3.25,3.75,1.85,3.25,3.8,1.8,3.25,4,1.83,3.2,3.75
2,0,1,0,0,0,12,2,20,10,1.4,3.9,6.8,1.45,3.8,5.4,1.44,3.6,6.5,1.4,3.6,8,1.444,3.75,6.5,1.44,3.6,6.5
1,1,1,0,0,0,6,4,10,0,1.45,3.7,6.35,1.5,3.7,5,1.5,3.4,6,1.444,3.6,7,1.444,3.75,6.5,1.44,3.6,6.5
0,0,0,0,0,0,4,1,0,0,2.8,3.3,2.2,2.9,3,2.2,2.75,3.25,2.2,2.75,3.25,2.3,,,,2.62,3.25,2.3
0,1,0,1,0,0,2,11,20,30,2.77,3.1,2.33,2.7,3,2.3,2.75,3.25,2.2,2.75,3.25,2.3,2.6,3.2,2.375,2.75,3.1,2.3
1,1,1,0,0,0,1,1,20,20,2,3.15,3.4,2,3.1,3.2,2.1,3,3.2,2.1,3.1,3.25,2.2,3.25,2.8,2,3.1,3.3
2,3,0,0,0,2,2,9,30,10,3.5,3.25,1.91,3.6,3.3,1.8,3.2,3.5,1.91,3.5,3.4,1.909,3.4,3.4,1.909,3.5,3.4,1.83
2,2,0,2,0,0,3,5,10,10,1.41,3.8,6.9,1.4,3.9,6,1.44,3.75,6.5,1.444,3.6,7,1.4,4,6.5,1.4,3.75,7
0,1,0,0,0,1,2,13,35,20,4.3,3.3,1.75,3.8,3.1,1.8,4.5,3.5,1.61,4.5,3.5,1.667,4.333,3.5,1.667,4.33,3.4,1.66
1,1,0,0,0,0,1,3,0,0,1.91,3.25,3.5,2,3.1,3.2,1.83,3.2,3.75,1.909,3.25,3.6,1.909,3.25,3.5,1.9,3.25,3.4
1,1,0,1,1,0,2,4,10,30,2.2,3,3.05,2.1,3,3.1,2.2,3.25,2.75,2.2,3.25,2.9,2.375,3.2,2.6,2.25,3.2,2.75
0,3,0,2,0,0,3,8,40,10,2.65,3.1,2.36,2.4,3.1,2.4,2.62,3.4,2.25,2.6,3.25,2.4,2.75,3.25,2.25,2.8,3.1,2.25
0,1,0,0,0,0,4,1,20,30,1.45,3.8,6.2,1.6,3.4,4.6,1.5,3.4,6,1.5,3.5,6.5,1.444,3.75,6.5,1.53,3.25,6
2,2,1,2,1,1,3,0,10,0,2.95,3.1,2.22,2.8,3.1,2.2,2.75,3.2,2.25,2.875,3.25,2.2,2.75,3.25,2.25,2.62,3.1,2.37
2,0,1,0,0,0,6,3,0,30,1.22,5.5,9,1.15,6,12,1.2,5,11,1.2,5.5,10,1.2,5.5,10,1.22,5,9.5
1,3,0,1,0,0,3,1,55,30,2.1,3.15,3.1,2.2,3,2.9,2.1,3.2,3,2.2,3.2,3,1.909,3.25,3.5,2,3.2,3.2
3,0,1,0,0,0,0,2,10,20,1.36,4,7.6,1.35,4,7,1.4,3.75,7,1.4,3.8,7.5,1.333,4.333,7.5,1.33,4,8
0,1,0,1,1,0,4,4,20,0,1.92,3.15,3.6,2,2.8,3.5,,,,2,3.2,3.4,1.909,3.25,3.5,1.9,3.1,3.6
3,0,1,0,0,0,4,2,30,20,1.73,3.3,4.3,1.8,3.2,3.6,1.67,3.25,4.5,1.833,3.25,4,1.727,3.5,4,1.72,3.25,4.2
2,0,0,0,3,1,3,0,10,0,1.2,5.25,11,1.2,5,10,1.17,5.5,12,1.2,5.5,11,1.2,5.5,10,1.2,5.5,9
2,2,1,0,0,1,0,3,0,20,2.53,3,2.6,2.5,2.7,2.8,,,,2.375,3,2.8,2.7,3.1,2.375,2.5,2.9,2.62
3,0,1,0,1,3,3,5,0,0,2,3,3.55,2,2.7,3.8,1.8,3.25,3.75,1.909,3.2,3.8,1.909,3.1,3.75,2,3,3.4
2,0,0,0,0,0,1,4,20,20,1.25,4.65,10,1.3,4.2,8,,,,1.25,5,10,1.3,4.5,8,1.25,5,8
1,0,0,0,1,0,4,2,0,20,1.7,3.5,4.1,1.65,3.5,4.2,1.67,3.25,4.5,1.75,3.5,4,1.615,3.6,4.5,1.8,3.5,3.5
2,1,2,0,0,1,3,7,20,10,1.87,3.15,3.8,1.85,3.1,3.6,1.833,3,4,,,,1.909,3.25,3.5,1.833,3.2,3.75
2,2,1,2,0,0,3,4,20,30,2.35,3.15,2.65,,,,2.2,3.25,2.75,,,,2.1,3.25,3,2.3,3.25,2.625
0,1,0,1,0,1,3,10,20,0,3.75,3.4,1.8,3.2,3.1,2,3.5,3.2,1.909,,,,3.6,3.4,1.833,3.4,3.25,1.909
0,0,0,0,0,0,3,2,30,40,1.45,3.5,7,1.45,3.8,5.4,1.5,3.4,6,,,,1.444,3.75,6.5,1.533,3.4,5.5
0,1,0,1,0,1,3,3,20,0,6,4.25,1.4,5,3.7,1.5,5,3.75,1.533,,,,5,3.8,1.5,6,3.75,1.444
0,2,0,2,0,0,7,7,30,10,2.72,3.1,2.35,2.4,3.1,2.4,2.75,3.2,2.25,,,,2.375,3.2,2.6,2.6,3.1,2.4
3,1,1,1,1,0,4,4,10,20,1.5,3.7,5.7,1.6,3.4,4.6,1.615,3.25,5,,,,1.571,3.4,5.5,,,
1,0,1,0,0,1,6,2,10,10,4,3.4,1.75,4,3.3,1.7,5,3.25,1.615,,,,4,3.6,1.667,4.333,3.2,1.727
1,2,0,1,0,1,3,7,20,20,2.25,3.1,2.85,2,3.1,3.2,2.375,3.2,2.6,,,,2.2,3.25,2.8,2.1,3.2,3
0,2,0,2,1,2,2,6,0,0,7.5,3.9,1.37,6,3.9,1.4,7,3.75,1.4,,,,6.5,4.333,1.364,8,3.75,1.364
4,3,2,1,0,0,3,3,10,10,1.3,4.65,7.65,1.3,4.2,8,1.4,4,6.5,1.333,4.333,8.5,1.364,4,7.5,1.4,3.6,7.5
0,1,0,0,0,0,1,2,40,20,2,3.1,3.4,1.85,3.1,3.6,2.1,3.2,3,2.1,3.1,3.2,2.05,3,3.4,2.1,3,3.2
4,3,2,2,0,1,4,3,0,0,1.27,4.8,8.5,1.35,4,7,1.25,4.5,10,1.286,4.5,8.5,1.333,4.333,7.5,1.3,4.5,7.5
3,0,0,0,0,1,2,0,30,0,1.9,3.25,3.55,1.85,3.1,3.6,1.8,3.25,3.75,2,3.2,3.3,2,3.25,3.25,1.833,3.3,3.6
1,3,0,1,0,1,7,5,0,10,1.6,3.4,5,1.6,3.4,4.6,1.615,3.25,5,1.571,3.4,5.5,1.5,3.5,6,1.571,3.5,5
1,0,0,0,0,0,3,3,20,0,1.57,3.45,5.1,1.5,3.7,5,1.444,3.75,6,1.533,3.6,5.5,1.571,3.4,5.5,1.571,3.5,5
2,1,0,0,0,0,1,1,0,0,2.85,3.15,2.25,2.4,3.1,2.4,2.8,3.2,2.2,2.875,3.2,2.2,2.75,3.25,2.2,2.8,3.2,2.2
5,0,2,0,0,1,2,2,0,0,1.3,4.6,7.8,1.3,4.2,8,1.25,5,8,1.333,4.5,7,1.333,5,6,1.333,4.5,6.5
0,0,0,0,0,0,1,3,20,0,1.22,5.1,10,1.25,4.5,9,1.2,5,11,1.25,5,8.5,1.222,5.5,8.5,1.2,5,11
3,1,2,0,0,0,3,5,25,10,2.75,3.15,2.3,2.6,3.1,2.3,2.75,3.25,2.2,2.7,3.25,2.3,2.6,3.2,2.375,2.625,3.25,2.3
1,1,1,0,2,0,6,5,0,10,1.45,3.6,6.7,1.4,3.9,6,1.364,4,7,1.444,3.4,7.5,1.444,3.4,7.5,1.444,3.3,7.5
2,1,1,0,1,0,3,6,20,10,1.6,3.5,4.85,1.6,3.4,4.6,1.5,3.4,6,1.533,3.4,6,1.571,3.6,5,1.533,3.4,5.5
